modelo_id;topic_id;doc_id;eval_1;eval_2;eval_3;eval_4
Kmeans_w2v;2;4;1;1;1;1
Kmeans_w2v;2;5;1;1;1;1
Kmeans_w2v;3;1;2;1;2;2
Kmeans_w2v;3;2;1;1;2;1
Kmeans_w2v;3;3;2;1;2;2
Kmeans_w2v;3;4;1;1;2;1
Kmeans_w2v;3;5;1;1;1;1
Kmeans_w2v;4;1;1;1;1;2
Kmeans_w2v;4;2;2;1;2;2
Kmeans_w2v;4;3;2;1;2;2
Kmeans_w2v;4;4;2;1;2;1
Kmeans_w2v;4;5;2;1;2;1
Kmeans_w2v;5;1;1;1;2;2
Kmeans_w2v;5;2;1;1;2;2
Kmeans_w2v;5;3;1;1;2;2
Kmeans_w2v;5;4;1;1;2;2
Kmeans_w2v;5;5;1;1;2;1
Kmeans_w2v;6;1;1;1;1;1
Kmeans_w2v;6;2;1;1;2;2
Kmeans_w2v;6;3;1;1;1;1
Kmeans_w2v;6;4;1;1;1;2
Kmeans_w2v;6;5;1;1;1;1
Kmeans_w2v;7;1;1;1;1;1
Kmeans_w2v;7;2;1;1;1;1
Kmeans_w2v;7;3;1;1;1;1
Kmeans_w2v;7;4;1;1;1;1
Kmeans_w2v;7;5;1;1;1;1
Kmeans_w2v;8;1;2;1;1;2
Kmeans_w2v;8;2;2;1;1;2
Kmeans_w2v;8;3;2;1;1;2
Kmeans_w2v;8;4;2;1;1;2
Kmeans_w2v;8;5;2;1;1;2
Kmeans_w2v;9;1;1;1;1;1
Kmeans_w2v;9;2;1;1;1;1
Kmeans_w2v;9;3;1;1;1;1
Kmeans_w2v;9;4;1;1;1;1
Kmeans_w2v;9;5;1;1;1;1
Kmeans_w2v;10;1;2;2;2;2
Kmeans_w2v;10;2;1;1;2;1
Kmeans_w2v;10;3;1;1;2;1
Kmeans_w2v;10;4;1;1;2;2
Kmeans_w2v;10;5;1;1;2;1
Kmeans_w2v;11;1;1;1;2;1
Kmeans_w2v;11;2;1;1;1;1
Kmeans_w2v;11;3;1;1;1;1
Kmeans_w2v;11;4;1;1;1;1
Kmeans_w2v;11;5;1;1;1;1
Kmeans_w2v;12;1;1;1;2;1
Kmeans_w2v;12;2;1;1;2;1
Kmeans_w2v;12;3;1;1;2;1
Kmeans_w2v;12;4;1;1;1;1
Kmeans_w2v;12;5;1;1;1;1
Kmeans_w2v;13;1;1;1;1;1
Kmeans_w2v;13;2;1;1;1;1
Kmeans_w2v;13;3;1;1;1;2
Kmeans_w2v;13;4;1;1;1;1
Kmeans_w2v;13;5;1;1;1;1
Kmeans_w2v;14;1;2;1;2;2
Kmeans_w2v;14;2;1;1;2;2
Kmeans_w2v;14;3;2;1;1;2
Kmeans_w2v;14;4;2;1;2;2
Kmeans_w2v;14;5;2;1;1;2
Kmeans_w2v;15;1;1;1;2;1
Kmeans_w2v;15;2;1;1;1;1
Kmeans_w2v;15;3;1;1;1;1
Kmeans_w2v;15;4;1;1;1;1
Kmeans_w2v;15;5;1;1;1;1
Kmeans_w2v;16;1;1;1;1;1
Kmeans_w2v;16;2;1;1;1;1
Kmeans_w2v;16;3;1;1;1;1
Kmeans_w2v;16;4;1;1;1;1
Kmeans_w2v;16;5;1;1;1;1
Kmeans_w2v;17;1;1;1;1;1
Kmeans_w2v;17;2;1;1;1;1
Kmeans_w2v;17;3;1;1;1;1
Kmeans_w2v;17;4;1;1;1;1
Kmeans_w2v;17;5;1;1;1;2
Kmeans_w2v;18;1;1;1;1;1
Kmeans_w2v;18;2;1;1;1;1
Kmeans_w2v;18;3;1;1;2;1
Kmeans_w2v;18;4;1;1;1;1
Kmeans_w2v;18;5;1;1;1;1
Kmeans_w2v;19;1;1;1;1;1
Kmeans_w2v;19;2;1;1;1;1
Kmeans_w2v;19;3;1;1;1;1
Kmeans_w2v;19;4;1;1;1;1
Kmeans_w2v;19;5;1;1;1;1
Kmeans_w2v;20;1;1;1;1;1
Kmeans_w2v;20;2;1;1;1;1
Kmeans_w2v;20;3;1;1;2;1
Kmeans_w2v;20;4;1;1;2;1
Kmeans_w2v;20;5;1;1;1;1
Aggo_tfidf;1;1;2;2;2;2
Aggo_tfidf;1;2;1;1;2;1
Aggo_tfidf;1;3;2;1;2;1
Aggo_tfidf;1;4;2;1;2;1
Aggo_tfidf;1;5;2;1;1;1
Aggo_tfidf;2;1;2;2;2;2
Aggo_tfidf;2;2;1;1;2;1
Aggo_tfidf;2;3;2;1;2;1
Aggo_tfidf;2;4;2;1;2;2
Aggo_tfidf;2;5;2;2;2;2
Aggo_tfidf;3;1;1;1;2;2
Aggo_tfidf;3;2;1;1;1;1
Aggo_tfidf;3;3;2;2;2;2
Aggo_tfidf;3;4;1;1;1;2
Aggo_tfidf;3;5;2;1;2;2
Aggo_tfidf;4;1;2;1;2;2
Aggo_tfidf;4;2;2;1;2;2
Aggo_tfidf;4;3;1;2;2;2
Aggo_tfidf;4;4;1;1;2;2
Aggo_tfidf;4;5;2;1;2;2
Aggo_tfidf;5;1;1;1;1;2
Aggo_tfidf;5;2;2;1;2;2
Aggo_tfidf;5;3;2;1;2;2
Aggo_tfidf;5;4;2;1;2;2
Aggo_tfidf;5;5;2;1;2;1
Aggo_tfidf;6;1;1;1;2;1
Aggo_tfidf;6;2;1;1;1;1
Aggo_tfidf;6;3;2;2;2;2
Aggo_tfidf;6;4;1;1;1;1
Aggo_tfidf;6;5;1;1;1;1
Aggo_tfidf;7;1;2;2;2;2
Aggo_tfidf;7;2;1;1;1;1
Aggo_tfidf;7;3;1;1;1;1
Aggo_tfidf;7;4;1;1;1;1
Aggo_tfidf;7;5;1;1;2;1
Aggo_tfidf;8;1;2;2;2;2
Aggo_tfidf;8;2;2;1;2;2
Aggo_tfidf;8;3;1;1;1;1
Aggo_tfidf;8;4;2;1;2;2
Aggo_tfidf;8;5;1;1;1;1
Aggo_tfidf;9;1;1;1;1;1
Aggo_tfidf;9;2;2;1;1;1
Aggo_tfidf;9;3;2;1;1;1
Aggo_tfidf;9;4;1;1;1;1
Aggo_tfidf;9;5;2;1;1;1
Aggo_tfidf;10;1;1;1;1;1
Aggo_tfidf;10;2;1;1;1;1
Aggo_tfidf;10;3;1;1;2;1
Aggo_tfidf;10;4;1;1;2;1
Aggo_tfidf;10;5;1;1;2;1
Aggo_tfidf;11;1;1;1;1;1
Aggo_tfidf;11;2;1;1;1;1
Aggo_tfidf;11;3;1;1;1;1
Aggo_tfidf;11;4;1;1;1;1
Aggo_tfidf;11;5;1;1;1;1
Aggo_tfidf;12;1;1;1;1;1
Aggo_tfidf;12;2;1;1;1;1
Aggo_tfidf;12;3;1;1;1;1
Aggo_tfidf;12;4;1;1;1;1
Aggo_tfidf;12;5;2;2;2;2
Aggo_tfidf;13;1;1;1;1;1
Aggo_tfidf;13;2;1;1;1;1
Aggo_tfidf;13;3;1;1;1;1
Aggo_tfidf;13;4;1;1;1;1
Aggo_tfidf;13;5;1;1;1;1
Aggo_tfidf;14;1;1;1;1;1
Aggo_tfidf;14;2;1;1;1;1
Aggo_tfidf;14;3;1;1;1;1
Aggo_tfidf;14;4;1;1;1;1
Aggo_tfidf;14;5;1;1;1;1
Aggo_tfidf;15;1;1;1;1;1
Aggo_tfidf;15;2;1;1;2;1
Aggo_tfidf;15;3;1;1;2;1
Aggo_tfidf;15;4;1;1;2;1
Aggo_tfidf;15;5;1;1;1;1
Aggo_tfidf;16;1;2;1;2;2
Aggo_tfidf;16;2;2;1;2;1
Aggo_tfidf;16;3;1;1;1;1
Aggo_tfidf;16;4;2;1;2;2
Aggo_tfidf;16;5;1;1;1;1
Aggo_tfidf;17;1;1;1;1;1
Aggo_tfidf;17;2;1;1;1;1
Aggo_tfidf;17;3;1;1;1;1
Aggo_tfidf;17;4;1;1;2;1
Aggo_tfidf;17;5;1;1;1;1
Aggo_tfidf;18;1;1;1;2;1
Aggo_tfidf;18;2;1;1;1;1
Aggo_tfidf;18;3;1;1;1;1
Aggo_tfidf;18;4;1;1;1;1
Aggo_tfidf;18;5;1;1;1;1
Aggo_tfidf;19;1;1;1;1;1
Aggo_tfidf;19;2;1;1;1;1
Aggo_tfidf;19;3;1;1;1;1
Aggo_tfidf;19;4;1;1;1;1
Aggo_tfidf;19;5;1;1;1;1
Aggo_tfidf;20;1;1;1;1;1
Aggo_tfidf;20;2;2;1;2;1
Aggo_tfidf;20;3;2;1;2;2
Aggo_tfidf;20;4;1;1;2;1
Aggo_tfidf;20;5;2;2;2;2
Aggo_w2v;1;1;2;1;2;2
Aggo_w2v;1;2;2;1;1;2
Aggo_w2v;1;3;2;1;2;2
Aggo_w2v;1;4;2;1;2;1
Aggo_w2v;1;5;2;1;2;1
Aggo_w2v;2;1;1;1;2;1
Aggo_w2v;2;2;1;1;2;1
Aggo_w2v;2;3;1;1;1;1
Aggo_w2v;2;4;1;1;1;1
Aggo_w2v;2;5;2;1;2;2
Aggo_w2v;3;1;1;1;1;1
Aggo_w2v;3;2;1;1;1;1
Aggo_w2v;3;3;1;1;1;1
Aggo_w2v;3;4;1;1;1;1
Aggo_w2v;3;5;2;2;2;2
Aggo_w2v;4;1;1;1;1;1
Aggo_w2v;4;2;1;1;1;1
Aggo_w2v;4;3;1;1;1;1
Aggo_w2v;4;4;1;1;2;1
Aggo_w2v;4;5;1;1;1;1
Aggo_w2v;5;1;2;1;2;1
Aggo_w2v;5;2;2;1;2;1
Aggo_w2v;5;3;2;1;2;1
Aggo_w2v;5;4;2;1;2;1
Aggo_w2v;5;5;2;1;1;1
Aggo_w2v;6;1;1;1;2;1
Aggo_w2v;6;2;1;1;1;1
Aggo_w2v;6;3;1;1;1;1
Aggo_w2v;6;4;1;1;1;1
Aggo_w2v;6;5;1;1;1;1
Aggo_w2v;7;1;1;1;2;1
Aggo_w2v;7;2;1;1;1;1
Aggo_w2v;7;3;2;1;2;2
Aggo_w2v;7;4;1;1;1;1
Aggo_w2v;7;5;1;1;1;1
Aggo_w2v;8;1;1;1;1;1
Aggo_w2v;8;2;1;1;1;1
Aggo_w2v;8;3;1;1;1;1
Aggo_w2v;8;4;1;1;2;2
Aggo_w2v;8;5;1;1;1;1
Aggo_w2v;9;1;1;1;2;1
Aggo_w2v;9;2;1;1;1;1
Aggo_w2v;9;3;2;1;2;1
Aggo_w2v;9;4;1;1;2;1
Aggo_w2v;9;5;2;1;2;1
Aggo_w2v;10;1;1;1;1;1
Aggo_w2v;10;2;1;1;1;1
Aggo_w2v;10;3;1;1;1;1
Aggo_w2v;10;4;1;1;1;1
Aggo_w2v;10;5;1;1;1;1
Aggo_w2v;11;1;1;1;2;1
Aggo_w2v;11;2;2;2;2;2
Aggo_w2v;11;3;1;1;1;1
Aggo_w2v;11;4;1;1;1;1
Aggo_w2v;11;5;1;1;1;1
Aggo_w2v;12;1;1;1;1;1
Aggo_w2v;12;2;1;1;1;1
Aggo_w2v;12;3;1;1;2;1
Aggo_w2v;12;4;1;1;1;1
Aggo_w2v;12;5;1;1;1;2
Aggo_w2v;13;1;1;1;1;1
Aggo_w2v;13;2;1;1;1;1
Aggo_w2v;13;3;1;1;1;1
Aggo_w2v;13;4;1;1;1;1
Aggo_w2v;13;5;1;1;1;1
Aggo_w2v;14;1;1;1;1;1
Aggo_w2v;14;2;1;1;1;1
Aggo_w2v;14;3;1;1;1;1
Aggo_w2v;14;4;1;1;1;1
Aggo_w2v;14;5;1;1;1;1
Aggo_w2v;15;1;1;1;1;1
Aggo_w2v;15;2;1;1;2;2
Aggo_w2v;15;3;1;1;1;1
Aggo_w2v;15;4;1;1;1;1
Aggo_w2v;15;5;1;1;1;1
Aggo_w2v;16;1;1;1;1;1
Aggo_w2v;16;2;1;1;1;1
Aggo_w2v;16;3;1;1;1;1
Aggo_w2v;16;4;1;1;1;1
Aggo_w2v;16;5;1;1;1;1
Aggo_w2v;17;1;1;1;1;1
Aggo_w2v;17;2;1;1;1;1
Aggo_w2v;17;3;1;1;1;1
Aggo_w2v;17;5;1;1;1;1
Aggo_w2v;18;1;1;1;1;1
Aggo_w2v;18;2;1;1;1;1
Aggo_w2v;18;3;1;1;1;1
Aggo_w2v;18;4;1;1;2;1
Aggo_w2v;18;5;1;1;1;1
Aggo_w2v;19;1;1;1;1;1
Aggo_w2v;19;2;2;2;2;2
